zipcode,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
571029.5251562481,20140626,450000.0,2,1.75,840,3340,1.0,0,0,3,6,700,140,1912,0,47.6692,-122.359,1700,3980
576586.6124757979,20140729,543000.0,3,2.5,1540,1256,3.0,0,0,3,8,1540,0,2004,0,47.6498,-122.346,1500,1350
347138.2343738712,20150127,265000.0,2,2.0,1650,8975,1.0,0,0,5,6,1650,0,1942,0,47.5073,-122.36,1260,8668
536604.2937770317,20150325,497000.0,3,2.5,2630,4611,2.0,0,0,3,8,2630,0,2001,0,47.5322,-121.868,2220,5250
453560.9750343579,20150412,419000.0,4,2.25,1880,9727,1.0,0,0,3,7,1100,780,1979,0,47.7731,-122.257,1790,10274
605283.4566611475,20140724,545800.0,4,2.5,1980,4500,2.0,0,0,3,8,1980,0,1989,0,47.579,-122.001,1770,4595
658494.8718418806,20150403,403000.0,3,1.0,1500,10730,1.0,0,0,3,7,1000,500,1977,0,47.6385,-121.966,1570,12210
239310.16133965823,20140929,255000.0,5,1.75,1970,8925,1.0,0,0,5,7,1170,800,1977,0,47.2925,-122.196,1910,8025
466264.93989348644,20140627,500000.0,2,1.5,1520,8040,1.0,0,0,5,7,1520,0,1951,0,47.7131,-122.306,1440,8040
775585.3708169168,20140505,855000.0,4,2.75,2600,5390,1.0,0,0,4,8,1300,1300,1960,0,47.6382,-122.397,2550,5600
451433.963457293,20150107,390000.0,4,2.0,2290,9200,1.5,0,0,3,7,2290,0,1920,0,47.4678,-122.363,2140,9200
308517.18681862217,20150324,339000.0,3,2.0,1979,8470,1.0,0,2,4,7,1329,650,1956,0,47.3912,-122.301,1650,8591
627594.016179868,20150306,1325000.0,4,3.5,2170,3672,2.0,0,0,3,9,2170,0,1905,1989,47.6828,-122.329,1950,3450
492643.72484206257,20140925,370900.0,3,1.5,1200,8560,1.0,0,0,4,7,1200,0,1975,0,47.7392,-122.194,1550,7800
538340.4306360682,20150227,499000.0,4,2.5,1970,2601,2.0,0,0,3,7,1440,530,1999,0,47.5949,-122.308,1760,3025
294877.0280239129,20150212,225000.0,2,1.0,1040,11500,1.0,0,0,5,7,1040,0,1947,0,47.2791,-122.3,1300,11954
921444.4348947848,20140915,615000.0,3,1.75,1920,4000,1.0,0,0,3,7,1070,850,1950,0,47.6392,-122.318,2280,4000
620587.6068019925,20150113,455000.0,2,1.5,1020,1146,3.0,0,0,3,7,1020,0,2001,0,47.6774,-122.325,1138,1156
455838.75957867753,20140514,458000.0,3,1.0,1660,7500,1.0,0,0,4,7,1060,600,1940,0,47.7105,-122.306,1450,7500
570274.3419168495,20150331,229050.0,1,1.0,420,3298,1.0,0,0,4,4,420,0,1949,0,47.5375,-122.391,1460,4975
455838.75957867753,20150223,328500.0,3,2.25,1390,1407,3.0,0,0,3,7,1390,0,2004,0,47.7227,-122.296,1390,1628
242178.31651392026,20150121,319000.0,3,1.5,2010,10100,1.0,0,0,4,7,1110,900,1964,0,47.4738,-122.266,1900,10100
447669.59458843304,20141001,510000.0,3,2.25,2750,219542,2.0,0,0,3,7,1870,880,1981,0,47.6367,-121.948,2430,219542
319564.07735553844,20140522,254500.0,4,2.75,2570,7264,2.0,0,0,3,8,1720,850,1998,0,47.258,-122.208,2420,7911
695660.3333347015,20140721,760000.0,3,2.5,2050,15020,1.0,0,2,3,9,1600,450,1960,0,47.759,-122.371,2930,15050
291214.70879735576,20150506,210000.0,3,2.5,1610,6732,2.0,0,0,3,7,1610,0,1994,0,47.3658,-122.172,1680,7414
359302.3884990561,20150102,475000.0,4,3.5,2440,3052,2.0,0,0,3,8,1940,500,2006,0,47.555,-122.309,2390,4600
834655.643791903,20140630,880000.0,4,2.75,3220,4392,1.5,0,0,4,9,2320,900,1931,0,47.6713,-122.276,2310,5795
676364.4931522439,20140903,1209000.0,4,3.25,4330,26162,2.0,0,0,3,11,4330,0,1997,0,47.6009,-122.011,5110,26319
1349502.5899479212,20140523,607000.0,3,1.0,1230,8114,1.0,0,0,4,7,1230,0,1951,0,47.5822,-122.196,2220,8114
482040.4405076751,20141124,475000.0,4,1.75,2160,19283,2.0,0,0,3,8,2160,0,1981,0,47.7603,-122.169,1990,9744
630230.5815663218,20150331,625000.0,5,2.75,2910,85377,1.0,0,0,4,8,1510,1400,1966,0,47.48,-122.03,2160,66120
455838.75957867753,20140610,429950.0,3,1.5,2010,9480,1.0,0,0,3,8,1570,440,1951,0,47.7102,-122.281,1920,8791
671650.574529007,20140512,265000.0,2,1.0,1290,2828,2.0,0,0,3,7,1290,0,2008,0,47.6968,-122.025,1290,2628
424281.6049986352,20140625,283000.0,3,1.0,890,8400,1.0,0,0,4,6,890,0,1954,0,47.5168,-122.204,1850,5565
683301.6441199706,20150407,560000.0,3,2.75,1620,7500,1.0,0,0,5,7,1140,480,1979,0,47.6175,-122.065,1900,7500
676364.4931522439,20141113,765000.0,4,2.5,3360,13636,2.0,0,0,3,10,3360,0,1987,0,47.6373,-122.042,2980,10615
814911.2820800088,20140903,589000.0,3,2.5,2940,4799,1.0,0,0,3,9,1710,1230,1996,0,47.6681,-122.184,2540,4616
240360.43284918432,20140618,192500.0,3,1.0,1080,8580,1.5,0,0,3,6,1080,0,1900,0,47.4716,-122.262,1800,12672
620587.6068019925,20150213,550000.0,3,1.0,1010,6120,1.0,0,0,3,7,860,150,1940,0,47.6861,-122.296,1930,6120
570066.2802816714,20141014,460000.0,2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,0,47.6871,-122.373,1540,5080
286297.7473660847,20140703,264500.0,4,2.25,2060,11385,1.0,0,0,4,7,1200,860,1962,0,47.314,-122.363,2110,11385
423879.2309738099,20150427,339000.0,3,1.0,1150,2496,1.0,0,0,3,6,1010,140,1947,0,47.5194,-122.376,1340,1203
1210705.151845095,20140822,677500.0,3,1.75,2020,9718,1.0,0,0,3,8,2020,0,1956,0,47.574,-122.21,2370,8604
683301.6441199706,20141205,690000.0,4,2.5,2740,8120,2.0,0,0,3,9,2740,0,1999,0,47.6123,-122.006,2780,8344
299709.69837323576,20140509,312000.0,4,2.25,1930,7452,1.0,0,0,3,7,1430,500,1984,0,47.4098,-122.189,1714,7200
1210705.151845095,20141022,840000.0,5,1.75,2500,11617,1.0,0,0,4,9,1560,940,1966,0,47.5361,-122.217,3370,11617
362073.8055065062,20140701,357500.0,3,3.5,2080,5100,2.0,0,0,3,8,2080,0,2004,0,47.35,-122.005,2080,5100
570066.2802816714,20150427,675000.0,3,1.5,1460,6480,1.0,0,2,4,7,980,480,1940,0,47.6962,-122.397,2180,6912
286297.7473660847,20141021,515000.0,3,2.75,3290,11441,2.0,0,0,4,10,3290,0,1988,0,47.3052,-122.34,2600,12070
364855.2745858778,20150319,290000.0,3,2.0,1310,6265,1.0,0,0,3,7,1310,0,1988,0,47.3893,-122.051,1100,6360
445647.8213606365,20150220,252000.0,3,1.5,1150,13200,1.0,0,0,3,7,1150,0,1956,0,47.4752,-122.345,1220,13066
280688.21855752653,20150410,299999.0,3,2.5,2380,9719,2.0,0,0,3,8,2380,0,2001,0,47.2932,-122.283,2830,11505
359302.3884990561,20150309,400000.0,3,2.75,2220,5000,2.0,0,0,3,7,2220,0,1993,0,47.5515,-122.324,960,5000
414735.55882595433,20141229,530000.0,5,2.0,3020,6000,1.5,0,0,5,7,1860,1160,1925,0,47.5207,-122.378,1380,6000
299479.1170364885,20140911,357000.0,3,2.0,2460,53882,1.0,1,4,3,7,2460,0,1955,0,47.3811,-122.325,2660,32625
629434.970200788,20150203,804000.0,4,2.5,2620,5060,2.0,0,0,3,9,2620,0,2005,0,47.5634,-122.394,900,5060
821289.1319043108,20140904,808250.0,3,2.0,1750,2640,1.0,0,0,3,8,1010,740,1914,2005,47.6419,-122.368,1750,4560
304443.0082182085,20150514,360000.0,4,2.5,2020,7289,2.0,0,0,3,7,2020,0,1994,0,47.401,-122.171,2090,7259
313702.61375263124,20141023,240000.0,3,1.75,1240,10956,1.0,0,0,3,6,1240,0,1987,0,47.3705,-122.15,1240,8137
486214.1567992927,20140722,335000.0,2,2.0,1380,5840,1.0,0,0,3,7,1380,0,1988,0,47.7732,-122.172,1810,5035
461274.86126925366,20140829,380000.0,3,1.75,1920,8775,1.0,0,0,3,7,1920,0,1953,0,47.4544,-122.351,1560,8100
431853.0412074497,20140515,350000.0,3,1.75,1680,250470,1.0,0,0,4,7,1070,610,1940,0,47.7624,-121.93,1680,360000
302971.5241449472,20140925,194000.0,3,1.0,1400,7955,1.0,0,0,3,7,1400,0,1964,0,47.4848,-122.221,1160,14959
483360.10385668697,20150325,310000.0,3,1.0,1240,7194,1.0,0,0,3,6,1090,150,1936,0,47.7636,-122.202,2090,8514
1092512.0127976008,20140617,479000.0,2,2.25,1230,932,2.0,0,0,3,8,1020,210,2004,0,47.6192,-122.301,1230,1064
799651.4021460296,20141110,510000.0,5,1.5,1550,9750,1.0,0,0,4,7,1550,0,1966,0,47.6811,-122.169,1970,9750
612793.6173133849,20150401,1450000.0,4,3.5,5000,38012,2.0,0,0,3,11,3610,1390,2004,0,47.554,-122.036,3850,18054
1085296.6810902685,20140508,1750000.0,6,3.0,3510,5760,2.5,0,0,4,10,3510,0,1906,0,47.6263,-122.312,3450,5760
293539.66965808725,20140804,335000.0,3,1.75,2010,9417,1.0,0,0,4,8,1500,510,1967,0,47.373,-122.185,1200,8250
343584.47810641496,20140623,460000.0,5,2.5,3390,9760,1.0,0,0,5,8,1750,1640,1978,0,47.4462,-122.137,2360,9600
865681.9372132106,20140502,440000.0,4,2.25,2160,8119,1.0,0,0,3,8,1080,1080,1966,0,47.5443,-122.177,1850,9000
671650.574529007,20150326,412250.0,2,2.0,1300,2983,1.0,0,0,3,8,1300,0,2006,0,47.703,-122.015,1510,3876
294877.0280239129,20150407,286500.0,3,2.0,1840,8140,1.0,0,0,4,7,1040,800,1975,0,47.3106,-122.325,1600,6720
310337.38058627525,20150319,408000.0,3,2.25,2800,35362,2.0,0,0,3,9,2800,0,1985,0,47.3507,-122.089,2800,37058
314750.89647702186,20141027,306500.0,2,1.0,1390,19988,1.0,0,2,4,7,1390,0,1949,0,47.3985,-122.321,2580,10490
660060.3706162202,20140709,560000.0,3,2.5,1960,6058,2.0,0,0,3,8,1960,0,2002,0,47.6319,-122.007,2480,6656
660060.3706162202,20140827,259875.0,3,1.0,1250,21303,1.0,0,0,3,6,1250,0,1970,0,47.6625,-122.059,1250,17920
658494.8718418806,20141105,385000.0,3,1.0,1250,21303,1.0,0,0,3,6,1250,0,1970,0,47.6625,-122.059,1250,17920
319472.67757481214,20141007,188000.0,1,1.0,550,16345,1.0,0,0,3,4,550,0,1945,0,47.5181,-122.339,1100,9240
1052371.4989024291,20140615,1142000.0,4,3.25,2500,5801,1.5,0,0,3,8,1960,540,1926,0,47.632,-122.29,3670,7350
440316.1572228371,20141010,255000.0,3,1.0,1250,10094,1.0,0,0,4,6,1250,0,1927,0,47.4987,-121.781,1300,10094
1332756.2913911662,20140730,1185000.0,4,2.75,3020,8622,2.0,0,0,3,9,3020,0,1976,2003,47.5866,-122.201,3060,14303
570066.2802816714,20140529,635200.0,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1921,0,47.6766,-122.368,1300,4240
284375.51071051654,20150428,355000.0,3,1.75,1870,8250,2.0,0,0,3,7,1870,0,1956,1979,47.445,-122.285,1350,8714
840383.8001748906,20150130,544000.0,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,47.6688,-122.279,1700,1721
538340.4306360682,20150422,402000.0,3,1.5,1320,3145,2.0,0,0,3,7,1320,0,1998,0,47.5909,-122.297,1320,3002
757565.6878573047,20141226,575000.0,4,1.5,1430,4163,1.5,0,0,3,7,1430,0,1910,0,47.6606,-122.397,1500,4000
313702.61375263124,20140724,216000.0,3,1.75,1580,9705,1.0,0,0,4,7,1580,0,1977,0,47.3819,-122.09,1580,9942
702733.2855818805,20140522,850000.0,4,3.25,3090,6744,2.0,0,4,3,9,3090,0,1923,2015,47.768,-122.388,2020,6656
423946.9998844535,20140516,238000.0,3,2.0,1020,1204,2.0,0,0,3,7,720,300,2004,0,47.5445,-122.376,1360,1506
1052371.4989024291,20150413,625000.0,4,1.75,2180,4431,1.5,0,0,3,8,2020,160,1912,0,47.636,-122.302,1890,4400
831220.5382038694,20140701,1110000.0,5,3.25,3350,4000,2.0,0,0,4,8,2510,840,1997,0,47.6645,-122.291,1620,4000
561031.7278653833,20140528,820000.0,3,2.5,2510,5503,2.0,0,2,3,9,2510,0,1995,0,47.5419,-122.383,1790,6099
825244.467933136,20141002,705000.0,6,2.75,2830,10579,1.0,0,0,4,8,1430,1400,1967,0,47.636,-122.171,2060,10745
636799.7493972138,20150504,625000.0,4,1.5,2120,5000,2.0,0,0,4,8,2120,0,1900,0,47.6024,-122.296,1830,5000
683301.6441199706,20150211,550000.0,4,2.5,2090,6926,2.0,0,0,3,8,2090,0,1990,0,47.6339,-122.022,2000,7151
423879.2309738099,20140529,540000.0,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,47.5659,-122.376,1320,4000
576586.6124757979,20140604,519000.0,2,1.0,830,2820,1.0,0,0,4,7,830,0,1920,0,47.689,-122.347,1460,3150
343584.47810641496,20140703,395000.0,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,47.4242,-122.181,2520,34986
314750.89647702186,20141107,275000.0,4,1.5,1610,6923,1.0,0,0,3,6,1010,600,1969,0,47.3747,-122.306,1320,7684
612776.4453587679,20140807,450000.0,3,3.25,1770,1863,2.0,0,0,3,8,1430,340,2003,0,47.5478,-122.005,1410,1375
388553.49155900674,20140911,324000.0,2,1.0,1070,6000,1.0,0,0,3,7,1070,0,1955,0,47.7307,-122.332,1490,7622
757565.6878573047,20150415,2795000.0,5,3.25,4590,12793,2.0,0,2,5,11,3590,1000,1928,0,47.6453,-122.41,2920,8609
582265.9122866754,20140716,565000.0,4,1.0,1540,2452,1.5,0,0,4,7,1540,0,1906,0,47.6522,-122.348,1290,3360
388553.49155900674,20140707,373000.0,4,1.75,1590,7920,2.0,0,0,4,7,1590,0,1960,0,47.7456,-122.336,1720,7998
582292.3732653281,20141107,614000.0,4,2.25,2880,9996,1.0,0,0,4,8,1920,960,1981,0,47.7584,-122.143,2410,10584
685986.6433110996,20140821,440000.0,2,1.0,1280,12086,1.0,0,0,3,7,850,430,1983,0,47.634,-122.033,1280,10452
461274.86126925366,20150317,425000.0,3,1.5,1570,12412,1.0,0,3,3,8,1570,0,1954,0,47.438,-122.349,2130,12412
617756.8519456232,20140825,472000.0,3,1.5,1740,9038,1.0,0,0,4,7,1740,0,1955,0,47.5897,-122.136,1390,9770
847357.1028806998,20140617,472000.0,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,47.6381,-122.375,1180,2632
704584.6258309436,20141022,1250000.0,5,2.75,2960,28300,1.0,0,3,4,9,2160,800,1959,0,47.7606,-122.37,2940,23250
412447.0433184964,20140708,412000.0,3,1.75,1880,5752,1.0,0,0,4,7,940,940,1945,0,47.5354,-122.378,1110,5201
556994.1811555732,20150406,717000.0,3,1.0,1150,5000,1.0,0,0,3,8,1150,0,1959,2015,47.6805,-122.369,1160,5000
650739.6422435369,20140812,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320,0,1959,0,47.6131,-122.123,1510,9000
277831.8514821406,20150212,178500.0,3,1.0,900,10511,1.0,0,0,4,6,900,0,1961,0,47.2883,-122.272,1460,10643
861740.6319642722,20141121,800000.0,3,1.75,1510,3600,1.0,0,0,5,8,1230,280,1910,0,47.6387,-122.363,1300,3600
627594.016179868,20140911,420000.0,3,1.0,1440,5623,1.0,0,0,4,6,720,720,1922,0,47.696,-122.319,1280,5623
459937.3676784561,20150302,350000.0,2,1.5,1150,7552,1.0,0,1,3,7,1150,0,1944,0,47.7298,-122.286,1910,8145
810493.2222311941,20140528,968000.0,6,2.75,3610,17580,1.0,0,4,5,9,2070,1540,1959,0,47.5739,-122.069,2890,14060
555535.0546690192,20150225,491000.0,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2000,0,47.6705,-122.39,1320,1306
792749.2753983696,20150421,948000.0,3,2.5,3510,9824,2.0,0,0,3,9,3510,0,2002,0,47.5635,-122.032,3510,10588
572644.8838247377,20140924,900000.0,3,2.5,2260,9577,2.0,0,0,3,8,1700,560,1925,2004,47.6928,-122.399,1740,10240
316165.3168660254,20150309,270000.0,3,1.75,2840,9800,1.0,0,0,4,7,1420,1420,1977,0,47.3516,-122.119,1650,9590
287162.4981957411,20140617,198000.0,3,1.5,1430,7347,1.0,0,0,3,7,820,610,1980,0,47.2927,-122.369,1430,8723
612505.075579884,20140730,615000.0,4,2.5,2120,3720,2.0,0,0,3,8,2120,0,2004,0,47.5526,-121.994,2170,3720
612776.4453587679,20140916,550000.0,3,2.5,2080,7749,2.0,0,0,3,8,2080,0,1988,0,47.5723,-122.021,2210,7471
886526.829429153,20141007,629000.0,4,2.25,1900,11171,1.0,0,0,3,8,1280,620,1984,0,47.561,-122.126,2330,9934
448283.099450964,20141007,434000.0,3,1.75,1660,8301,1.0,0,0,5,7,1660,0,1955,0,47.7647,-122.263,1660,9489
838055.5307890677,20140602,550000.0,3,2.5,1840,3035,1.0,0,0,3,7,920,920,1926,0,47.6557,-122.327,1780,4000
307501.0678454812,20150121,272000.0,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,47.5078,-122.251,1560,5650
570586.5507486615,20140627,665000.0,3,2.5,2610,35000,2.0,0,0,3,10,2610,0,1988,0,47.7377,-122.101,3060,35427
570586.5507486615,20141020,355000.0,3,1.0,1200,16000,1.0,0,0,3,7,1200,0,1970,0,47.7452,-122.101,1960,15500
277528.96533262555,20150223,255000.0,4,1.0,1250,9102,1.0,0,0,3,7,1250,0,1955,0,47.4258,-122.327,1260,9180
654603.6561079818,20140724,790000.0,4,2.75,2640,9000,2.0,0,0,3,10,2640,0,1990,0,47.6481,-122.125,2980,9137
1332756.2913911662,20141202,695000.0,5,1.75,1790,9335,2.0,0,0,5,8,1790,0,1952,0,47.5945,-122.201,1840,9612
265523.4408798623,20141107,255000.0,2,2.0,1140,8400,1.0,0,0,2,7,1140,0,1954,0,47.4351,-122.335,1130,9375
577967.1083293719,20140723,410000.0,3,2.25,1790,5794,1.5,0,0,3,7,1380,410,1985,0,47.7477,-122.171,2140,7769
582265.9122866754,20150318,675000.0,4,1.75,1530,3615,1.5,0,0,4,7,1530,0,1913,0,47.6529,-122.334,1650,4200
646034.169424254,20140701,332888.0,2,2.5,1050,1029,2.0,0,0,3,8,950,100,2007,0,47.6018,-122.299,1350,3600
306669.92319712136,20150220,300000.0,3,1.75,1730,6900,1.0,0,0,4,7,1130,600,1976,0,47.3915,-122.188,1950,7200
500247.1860575023,20150508,342500.0,5,2.25,2100,10726,1.0,0,0,4,7,1050,1050,1963,0,47.4922,-122.134,2100,10726
571198.6073658669,20150320,752875.0,4,2.5,2800,72309,2.0,0,0,3,9,2800,0,1992,0,47.7432,-122.112,2280,36420
1194366.6606168754,20140630,1730000.0,5,3.5,5000,26540,2.0,0,3,3,10,3410,1590,2008,0,47.5665,-122.21,3360,17398
414816.54958138935,20141103,244000.0,3,2.5,1470,9337,2.0,0,0,3,7,1470,0,1991,0,47.7651,-122.323,1360,8684
792005.9438432184,20150401,1420000.0,5,3.25,3950,11438,2.0,0,2,3,10,3430,520,2006,0,47.6898,-122.189,2070,10751
313702.61375263124,20150121,205000.0,3,2.5,1600,7295,2.0,0,0,2,7,1600,0,1993,0,47.3904,-122.165,1410,9000
351665.359991138,20150408,500000.0,2,1.5,2070,5432,2.0,0,0,3,7,1370,700,1951,0,47.5571,-122.299,2070,5505
489297.04920836596,20150109,510000.0,4,2.5,3180,5405,2.0,0,0,3,7,3180,0,2001,0,47.4905,-122.14,2610,5403
360232.0349922844,20140721,210000.0,3,1.5,1920,61014,1.0,0,0,3,6,1920,0,1953,0,47.4446,-122.074,1616,61014
655751.6272844722,20141209,597500.0,3,1.75,2030,32565,1.0,0,0,3,8,1600,430,1981,0,47.7112,-122.098,2910,34190
327340.82913127734,20141029,400000.0,2,1.0,1140,101529,1.5,0,0,3,6,1140,0,1932,0,47.2592,-122.228,1580,101529
420454.5565348886,20140821,412000.0,3,1.0,1660,6992,1.0,0,0,5,7,1260,400,1952,0,47.7576,-122.318,1390,7359
385798.8038620333,20150325,299950.0,2,1.5,1390,1756,3.0,0,0,3,7,1390,0,2005,0,47.7274,-122.357,1340,1756
834655.643791903,20150423,1081000.0,4,3.0,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,47.6628,-122.326,1960,4284
299579.4543348122,20141118,422500.0,4,2.5,2550,8824,2.0,0,0,3,9,2550,0,1990,0,47.3979,-122.212,2630,11237
799651.4021460296,20140714,410000.0,3,2.0,1270,10227,1.0,0,0,4,6,1270,0,1968,0,47.6876,-122.168,1470,9750
556875.0665252504,20140528,1400000.0,4,3.25,2980,7000,2.0,0,3,3,10,2140,840,1900,2014,47.5933,-122.292,2200,4800
424104.06905959063,20141024,315000.0,2,1.0,780,7200,1.0,0,0,2,6,780,0,1935,0,47.5609,-122.279,1750,7200
294877.0280239129,20150224,191950.0,2,2.5,1390,1302,2.0,0,0,3,7,1390,0,1987,0,47.3081,-122.329,1390,2052
423019.30327316886,20140923,455000.0,4,2.5,2440,5001,2.0,0,0,3,8,2440,0,2005,0,47.5108,-122.193,2260,5001
619726.9661858212,20140516,523000.0,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,47.5755,-122.388,1700,4180
307383.18386447465,20150113,294000.0,3,3.0,1670,4120,1.5,0,0,3,7,1140,530,1929,2012,47.4881,-122.199,1010,4120
620587.6068019925,20141010,490000.0,3,2.25,2380,6000,1.0,0,0,3,8,2040,340,1961,0,47.6955,-122.275,1680,7200
423879.2309738099,20140916,310000.0,4,1.0,1030,5750,1.0,0,0,3,7,1030,0,1971,0,47.553,-122.37,1250,5750
314130.7635387392,20140721,265000.0,3,1.5,1560,10489,1.0,0,0,5,7,1560,0,1961,0,47.2048,-121.999,1400,10489
653814.7240197397,20140811,402000.0,4,1.75,1640,10500,1.0,0,0,4,7,1010,630,1968,0,47.6933,-122.116,1680,7650
312037.90314989607,20140509,705000.0,2,2.5,2200,188200,1.0,0,3,3,8,2200,0,2007,0,47.2458,-122.002,2700,84942
360232.0349922844,20141124,589450.0,4,2.5,3190,7941,2.0,0,0,3,10,3190,0,2005,0,47.353,-122.002,3190,7255
277417.4995669257,20141223,219950.0,3,1.5,1200,8404,1.0,0,0,3,7,1200,0,1964,0,47.4482,-122.269,2120,12000
771173.414999525,20140821,478000.0,2,1.75,1960,6000,1.0,0,0,4,7,980,980,1904,0,47.6531,-122.401,1650,6000
277417.4995669257,20140714,170000.0,3,1.0,1250,7015,1.0,0,0,3,7,1250,0,1958,0,47.4548,-122.29,1510,11460
327340.82913127734,20140612,489950.0,4,2.25,2640,31941,1.0,0,0,4,9,2640,0,1986,0,47.3099,-122.116,2780,35365
556994.1811555732,20140606,1370000.0,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,47.6792,-122.404,2260,6851
360232.0349922844,20150302,319950.0,3,2.5,1700,7000,2.0,0,0,3,7,1700,0,1996,0,47.3798,-122.025,1950,7000
572644.8838247377,20141117,410000.0,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,47.6767,-122.38,1230,5100
459937.3676784561,20140725,590000.0,4,2.75,2160,4205,1.0,0,3,3,7,1080,1080,1969,0,47.7081,-122.276,2450,6014
327340.82913127734,20140627,255000.0,3,2.5,1720,6194,2.0,0,0,3,8,1720,0,1998,0,47.2624,-122.221,1720,6211
577967.1083293719,20140825,465000.0,4,2.75,2190,3267,2.0,0,0,3,8,2190,0,2004,0,47.7751,-122.168,2190,3619
885231.261003273,20150128,622000.0,4,1.75,3020,10714,1.0,0,0,5,8,1510,1510,1958,0,47.56,-122.181,2230,14400
291883.96422432835,20140915,306000.0,3,1.75,1980,9800,1.0,0,0,3,7,1980,0,1991,0,47.3745,-122.224,1630,7650
771173.414999525,20141010,617000.0,3,2.5,1880,5500,2.0,0,0,4,7,1880,0,1947,2007,47.657,-122.393,1230,5500
466264.93989348644,20140528,438750.0,3,1.75,1610,6480,1.0,0,0,4,7,1610,0,1947,0,47.7137,-122.307,1230,8040
704584.6258309436,20140623,1580000.0,4,2.5,4570,74487,2.0,0,4,5,12,4570,0,1948,1985,47.7282,-122.372,3810,74487
572984.7232962148,20150422,635000.0,5,2.75,2620,5500,1.5,0,0,3,7,1710,910,1911,0,47.6806,-122.388,1790,5500
349736.74595901836,20150105,400000.0,6,2.5,3060,17112,1.0,0,0,4,8,1530,1530,1967,0,47.4379,-122.146,2690,16038
310744.36681459023,20140721,303000.0,3,2.75,1850,8820,2.0,0,0,4,8,1850,0,1993,0,47.1928,-122.01,1850,8651
598848.6678785891,20141015,330000.0,3,1.75,1320,9675,1.5,0,0,4,7,1320,0,1970,0,47.5695,-121.902,1160,9675
446784.93656982755,20150304,700000.0,3,1.75,1990,13000,2.0,0,3,3,9,1990,0,1980,0,47.7439,-122.262,2880,11340
303807.5708707412,20140826,126000.0,1,1.0,610,4400,1.0,0,0,3,5,610,0,1922,0,47.4865,-122.197,1090,4930
812851.9240432107,20140723,850000.0,4,1.0,2500,35802,1.5,0,0,3,7,2500,0,1955,0,47.6488,-122.153,2880,40510
646034.169424254,20150128,400000.0,2,2.0,1050,1173,2.0,0,0,3,8,720,330,2004,0,47.6181,-122.302,1340,1317
362073.8055065062,20140911,299950.0,3,2.5,1780,4650,2.0,0,0,3,7,1780,0,2011,0,47.386,-122.047,3050,3848
618832.1689645355,20150506,495000.0,4,2.0,1720,5413,2.0,0,0,3,7,1470,250,1938,1980,47.6929,-122.321,1510,5413
605283.4566611475,20150311,2200000.0,5,4.5,5840,17168,2.0,0,0,3,12,4570,1270,2006,0,47.5457,-121.991,4850,15017
683301.6441199706,20141110,447000.0,3,2.25,1520,14080,2.0,0,0,3,7,1520,0,1984,0,47.6273,-122.059,1530,9758
657972.6854418354,20141125,1250000.0,4,4.25,4980,13000,2.0,0,3,3,9,3080,1900,1982,0,47.6406,-122.101,2840,11308
572644.8838247377,20140723,391000.0,2,1.0,890,5423,1.0,0,0,3,6,890,0,1946,0,47.6966,-122.368,1690,5993
364855.2745858778,20140710,250000.0,3,2.0,1440,5457,2.0,0,0,3,7,1440,0,1986,0,47.3784,-122.046,1480,6286
302971.5241449472,20150211,160000.0,4,2.25,1800,14722,1.0,0,0,3,7,1440,360,1962,0,47.4874,-122.223,2400,10000
415493.3567396945,20140722,451000.0,5,3.0,2260,6508,1.0,0,0,3,7,1330,930,2003,0,47.7508,-122.322,1940,9450
242178.31651392026,20140505,206000.0,2,1.0,810,7158,1.0,0,0,5,6,810,0,1944,0,47.4882,-122.325,1090,7158
635348.1947362704,20140923,590000.0,4,2.75,2240,5400,2.0,0,0,4,7,1540,700,1940,0,47.5785,-122.402,1830,5000
688898.2086366917,20140515,695000.0,3,2.5,4560,17622,2.0,0,0,4,9,3800,760,1986,0,47.621,-122.03,2360,15000
783688.7021341408,20150326,1236300.0,5,3.5,3180,4628,2.0,0,0,3,10,2420,760,2001,0,47.6423,-122.394,2060,4640
307501.0678454812,20150405,419000.0,5,3.0,2190,9652,2.0,0,0,3,7,2190,0,1999,0,47.5049,-122.239,1440,6710
662738.3124233643,20140708,592350.0,2,2.0,1570,4665,1.0,0,0,3,8,1570,0,2006,0,47.709,-122.017,2165,6262
